hhid;vilid;distid;stateid;gender;male_adult;female_adult;male_child;female_child;age;educ;esw_hear;esw_use;esw_plan;zt_hear;zt_use;zt_plan;plot_area_num;wheat_number;wheat_value;cost_nonlab;cost_lab;water;fuel;lighting;income;income_agric
1506 7;1506;Rewari;Haryana;Male;1;2;1;0;37;Completed secondary education;2;;;2;;;3;40;85000;30000;15000;Pipeline inside own house;LPG;Solar;100000;25
1506 8;1506;Rewari;Haryana;Male;2;2;0;0;51;Completed secondary education;2;;;1;2;Don't know yet;5;120;240000;20000;50000;Pipeline inside own house;Wood;Solar;300000;0
1506 9;1506;Rewari;Haryana;Male;3;2;1;0;43;Completed university degree;2;;;2;;;2,5;91,49957099;105600;12000;25000;Pipeline inside own house;LPG;Solar;300000;50
1506 10;1506;Rewari;Haryana;Male;2;2;1;1;46;Completed primary education;2;;;2;;;2;20;44000;7000;5000;Pipeline inside own house;Wood;Solar;100000;0
1506 11;1506;Rewari;Haryana;Male;2;1;0;0;55;Completed primary education;2;;;2;;;5;125;250000;50000;20000;Pipeline inside own house;Wood;Solar;200000;0
1506 12;1506;Rewari;Haryana;Female;2;2;0;0;42;Completed university degree;2;;;2;;;2;35;70000;30000;10000;Company-supplied branded water;LPG;Solar;10000;0
1506 13;1506;Rewari;Haryana;Female;3;2;0;0;42;No formal education;2;;;2;;;1;20;45000;10000;5000;Company-supplied branded water;Wood;Solar;90000;10
1506 14;1506;Rewari;Haryana;Male;1;1;0;0;42;Completed secondary education;2;;;2;;;2;20;440000;5000;3000;Pipeline inside own house;Wood;Solar;100000;0
1506 15;1506;Rewari;Haryana;Male;2;1;0;0;26;Completed secondary education;2;;;2;;;2;27,4498713;75000;6000;6500;Company-supplied branded water;LPG;Solar;150000;50
1506 16;1506;Rewari;Haryana;Male;1;1;1;1;42;Completed university degree;2;;;1;2;Don't know yet;2;45;90000;6000;14000;Pipeline inside own house;Wood;Solar;350000;0
1506 17;1506;Rewari;Haryana;Male;2;2;1;0;35;Some primary education;2;;;2;;;2;60,99971399;72000;13000;12500;Pipeline inside own house;Wood;Solar;100000;0
1506 18;1506;Rewari;Haryana;Male;2;1;0;0;45;Some secondary education;2;;;2;;;3;114,3744637;125000;20000;25000;Pipeline inside own house;Wood;Solar;200000;0
1506 19;1506;Rewari;Haryana;Male;4;4;0;1;38;Completed university degree;1;1;Yes;1;2;Don't know yet;2;91,49957099;100000;9000;17000;Pipeline inside own house;Wood;Solar;1200000;80
1506 20;1506;Rewari;Haryana;Male;4;2;0;0;37;Completed university degree;2;;;2;;;3;30;54000;7000;5000;Pipeline inside own house;Wood;Solar;100000;0
1506 21;1506;Rewari;Haryana;Male;2;2;0;0;40;Completed secondary education;2;;;2;;;2,5;30;60000;8000;5000;Pipeline inside own house;Wood;Solar;120000;0
1506 22;1506;Rewari;Haryana;Female;3;2;1;0;40;Some primary education;2;;;1;2;Don't know yet;1,5;38,12482125;24000;7000;6500;Company-supplied branded water;LPG;Solar;100000;75
1506 23;1506;Rewari;Haryana;Male;2;2;1;1;58;Completed primary education;2;;;1;2;No;5;80;170000;30000;10000;Pipeline inside own house;LPG;Solar;200000;25
1507 1;1507;Rewari;Haryana;Male;5;3;1;0;39;Completed university degree;2;;;1;2;Yes;2;40;80000;5000;20000;Borewell in residence yard;Wood;Solar;500000;100
1507 2;1507;Rewari;Haryana;Male;2;2;0;0;62;Some secondary education;2;;;2;;;1;20;40000;7650;19000;Pipeline inside own house;LPG;Solar;80000;10
1507 3;1507;Rewari;Haryana;Male;5;3;0;1;70;No formal education;2;;;2;;;2;32;70;10000;5000;Borewell in residence yard;Wood;Solar;200000;25
1507 4;1507;Rewari;Haryana;Female;6;3;3;1;70;Some primary education;2;;;2;;;1,5;20;50000;10000;5000;Pipeline outside own house;Wood;Solar;100000;50
1507 5;1507;Rewari;Haryana;Male;2;1;1;1;80;;2;;;1;2;No;1;34,31233912;37800;6500;10000;Pipeline inside own house;Wood;Solar;50000;100
1507 7;1507;Rewari;Haryana;Male;3;3;1;1;31;Completed secondary education;1;1;Yes;1;2;Yes;0,5;22,87489275;26700;4000;0;Borewell in residence yard;Wood;Solar;150000;0
1507 8;1507;Rewari;Haryana;Male;3;3;0;0;45;Some primary education;2;;;1;2;No;4;80;150000;40000;0;Pipeline outside own house;Wood;Solar;200000;0
1507 9;1507;Rewari;Haryana;Male;3;2;0;0;47;Completed secondary education;1;2;No;1;2;No;3;72;140000;5000;18000;Borewell in residence yard;Wood;Solar;500000;50
1507 10;1507;Rewari;Haryana;Male;1;2;1;0;32;Completed university degree;2;;;2;;;2;95,31205312;100000;20000;2500;Borewell in residence yard;Wood;Solar;24000;0
1507 12;1507;Rewari;Haryana;Male;1;1;0;1;34;Completed secondary education;1;2;Yes;2;;;0,5;15,2499285;14400;2000;4000;Pipeline inside own house;Leaves/ grass/ rice husks /stubble /straw;Solar;50000;25
1508 1;1508;Rewari;Haryana;Male;2;1;0;0;48;Completed secondary education;2;;;1;2;Don't know yet;2,5;99,12453524;105300;18000;12000;Pipeline inside own house;Wood;Solar;125000;0
1508 2;1508;Rewari;Haryana;Female;2;2;1;1;56;Completed primary education;2;;;2;;;1;24;45000;10000;5000;Pipeline inside own house;Wood;Solar;80000;0
1508 3;1508;Rewari;Haryana;Male;2;1;0;3;55;Completed primary education;1;1;Yes;1;2;Don't know yet;2;60,99971399;70000;10000;7000;Public well – sealed with pump/ handpump;Wood;Solar;150000;25
1508 4;1508;Rewari;Haryana;Male;3;3;1;0;51;Completed secondary education;2;;;1;2;Don't know yet;5;190,6241062;225000;25000;30000;Borewell in residence yard;LPG;Solar;600000;60
1508 5;1508;Rewari;Haryana;Male;2;2;1;0;55;Completed secondary education;2;;;1;2;Don't know yet;3;106,7494995;15000;10000;18000;Pipeline inside own house;Wood;Solar;200000;75
1508 6;1508;Rewari;Haryana;Male;3;3;2;0;69;Completed primary education;2;;;2;;;8;30;60000;15000;7000;Pipeline inside own house;Wood;Solar;120000;0
1508 7;1508;Rewari;Haryana;Male;2;2;0;0;42;Some secondary education;2;;;2;;;0,75;34,31233912;29600;5000;7000;Pipeline inside own house;LPG;Solar;10000;60
1508 8;1508;Rewari;Haryana;Male;3;4;1;0;65;Some secondary education;1;1;Yes;2;;;3;121,999428;125000;12000;25000;Pipeline inside own house;Wood;Solar;120000;0
1508 9;1508;Rewari;Haryana;Male;2;2;1;0;43;Completed secondary education;1;1;Yes;1;2;Don't know yet;10;28;55000;4000;8000;Pipeline inside own house;Wood;Solar;60000;0
1508 10;1508;Rewari;Haryana;Male;4;3;1;1;60;Completed primary education;2;;;2;;;7;25;50000;7000;3500;Pipeline inside own house;Wood;Solar;100000;0
1508 11;1508;Rewari;Haryana;Female;1;2;1;1;50;;2;;;2;;;1;39,6498141;42000;4000;3000;Public well – sealed with pump/ handpump;Wood;Solar;125000;75
1508 12;1508;Rewari;Haryana;Male;2;1;0;0;62;Some secondary education;1;1;Don't know yet;1;2;;2,5;95,31205312;101250;18000;12000;Pipeline inside own house;LPG;Solar;125000;0
1508 13;1508;Rewari;Haryana;Male;4;3;4;3;70;Completed secondary education;2;;;2;;;3,5;20;44000;5000;3000;Pipeline inside own house;Wood;Solar;100000;0
1508 14;1508;Rewari;Haryana;Male;7;3;2;0;71;Completed secondary education;2;;;2;;;1,5;25;52000;15000;5000;Pipeline inside own house;Wood;Solar;25000;25
1508 15;1508;Rewari;Haryana;Male;4;3;2;1;50;Some secondary education;2;;;2;;;1;24;45000;10000;10000;Pipeline inside own house;LPG;Solar;150000;75
1508 16;1508;Rewari;Haryana;Male;3;2;1;1;43;Completed university degree;1;2;Don't know yet;1;2;Don't know yet;3,5;133,4368744;157500;15000;18000;Borewell in residence yard;LPG;Solar;500000;40
1508 17;1508;Rewari;Haryana;Male;5;4;1;5;33;Some secondary education;2;;;2;;;5;20;44000;3000;2500;Pipeline inside own house;Wood;Solar;120000;0
1508 18;1508;Rewari;Haryana;Male;4;3;0;0;73;Completed primary education;2;;;2;;;0,75;30;62000;8000;800;Pipeline outside own house;Wood;Solar;200000;75
1508 19;1508;Rewari;Haryana;Female;1;2;2;0;34;Completed primary education;2;;;2;;;1,5;20;42000;12000;5000;Pipeline inside own house;Wood;Solar;40000;0
1508 20;1508;Rewari;Haryana;Male;5;4;0;0;75;Some secondary education;2;;;1;2;No;1;20;40000;8000;5000;Pipeline inside own house;LPG;Solar;100000;0
1509 2;1509;Rewari;Haryana;Male;1;2;0;0;50;Completed secondary education;2;;;2;;;1;16;31600;12000;5000;Borewell in residence yard;LPG;Solar;100000;0
1509 3;1509;Rewari;Haryana;Male;3;2;0;1;48;Completed secondary education;2;;;1;2;No;2;76,24964249;79000;20000;15000;Borewell in residence yard;Wood;Solar;380000;70
1509 4;1509;Rewari;Haryana;Male;2;2;6;0;25;Completed secondary education;2;;;2;;;1,25;28;50000;12000;6000;Borewell in residence yard;LPG;Solar;200000;20
1509 5;1509;Rewari;Haryana;Male;2;1;0;0;23;Completed university degree;2;;;1;1;Yes;2,5;45;96750;12000;18000;Borewell in residence yard;LPG;Solar;400000;40
1509 6;1509;Rewari;Haryana;Male;4;3;3;0;32;Completed secondary education;2;;;1;2;No;1;22;39600;3500;11000;Pipeline inside own house;Wood;Solar;200000;100
1509 8;1509;Rewari;Haryana;Male;5;4;0;1;69;Some secondary education;1;2;;2;;;2;70,14967109;72000;11050;24000;Borewell in residence yard;LPG;Solar;;99
1509 10;1509;Rewari;Haryana;Male;3;2;2;0;64;Completed primary education;2;;;1;1;Yes;2;20;44000;3500;15000;Pipeline inside own house;Wood;Solar;300000;66
1509 11;1509;Rewari;Haryana;Male;1;1;2;0;32;Completed secondary education;2;;;1;2;No;1,5;53,37474974;56000;5000;10000;Borewell in residence yard;LPG;Solar;150000;80
1509 12;1509;Rewari;Haryana;Male;3;2;0;0;45;Some secondary education;2;;;2;;;1,75;20;44000;4500;15000;Borewell in residence yard;Wood;Solar;125000;0
1509 13;1509;Rewari;Haryana;Male;3;1;1;0;38;Completed secondary education;2;;;1;1;Yes;1;45,7497855;48000;5000;10000;Borewell in residence yard;LPG;Solar;100000;0
1509 14;1509;Rewari;Haryana;Male;2;1;0;0;50;Completed secondary education;2;;;2;;;0,75;38,12482125;40000;8000;7000;Pipeline inside own house;LPG;Solar;80000;100
1509 16;1509;Rewari;Haryana;Male;3;2;1;1;27;Some secondary education;2;;;2;;;1;41,93730337;48000;8000;6000;Borewell in residence yard;Wood;Solar;500000;100
1510 2;1510;Rewari;Haryana;Female;1;2;1;1;35;Completed university degree;2;;;2;;;1;25;51250;12000;9000;Pipeline inside own house;LPG;Solar;1000000;80
1510 4;1510;Rewari;Haryana;Female;2;2;1;0;65;;2;;;2;;;1,125;22,87489275;28000;10000;7000;Pipeline inside own house;LPG;Solar;110000;20
1510 5;1510;Rewari;Haryana;Male;2;2;0;0;45;Completed secondary education;2;;;2;;;1;41,93730337;44000;8000;12000;Pipeline inside own house;Wood;Solar;100000;0
1510 6;1510;Rewari;Haryana;Male;3;4;1;0;80;Completed secondary education;2;;;2;;;1;45,7497855;56000;5000;12000;Pipeline inside own house;Wood;Solar;300000;80
1510 7;1510;Rewari;Haryana;Female;1;2;0;0;45;Completed secondary education;2;;;2;;;1;30,499857;20000;2800;8500;Borewell in residence yard;LPG;Solar;70000;100
1510 8;1510;Rewari;Haryana;Male;2;3;0;0;46;Some primary education;2;;;1;2;No;1,25;53,37474974;56000;5000;7000;Pipeline inside own house;Wood;Solar;200000;0
1510 10;1510;Rewari;Haryana;Male;3;2;1;0;32;Some secondary education;2;;;2;;;1;22,87489275;16000;2700;5000;Pipeline inside own house;Wood;Solar;100000;70
1510 11;1510;Rewari;Haryana;Male;2;3;0;0;46;Completed secondary education;2;;;1;2;Yes;1;22;49500;5000;15000;Pipeline inside own house;LPG;Solar;180000;60
1510 12;1510;Rewari;Haryana;Male;2;2;0;2;72;Completed secondary education;2;;;2;;;2;40;84000;8000;7000;Pipeline inside own house;LPG;Solar;190000;20
1510 13;1510;Rewari;Haryana;Female;1;2;2;0;72;No formal education;2;;;2;;;1;25;50000;10000;6500;Pipeline inside own house;Wood;Solar;300000;60
1510 15;1510;Rewari;Haryana;Male;3;3;0;0;38;Completed secondary education;2;;;2;;;8;225;450000;40000;80000;Pipeline inside own house;Wood;Solar;450000;0
1510 16;1510;Rewari;Haryana;Male;1;2;1;1;30;Some university education;2;;;2;;;1;38,12482125;40000;7000;15000;Pipeline inside own house;LPG;Solar;100000;0
1510 17;1510;Rewari;Haryana;Female;0;1;0;0;55;Some primary education;2;;;2;;;1,25;25;50000;10000;10000;Pipeline inside own house;LPG;Solar;80000;20
1510 18;1510;Rewari;Haryana;Male;4;4;2;2;42;Completed secondary education;1;1;Yes;1;2;;2,5;23;47150;15000;10500;Pipeline inside own house;LPG;Solar;150000;30
1510 19;1510;Rewari;Haryana;Female;2;1;0;0;45;Completed primary education;2;;;2;;;0,75;26,68737487;24000;7000;10000;Pipeline inside own house;LPG;Solar;85000;50
1510 20;1510;Rewari;Haryana;Male;3;1;0;0;42;Completed secondary education;2;;;2;;;1;24;49000;10000;8500;Pipeline inside own house;LPG;Solar;450000;80
1511 1;1511;Rewari;Haryana;Male;4;4;3;0;60;Completed secondary education;2;;;1;2;No;1,5;26;57200;18000;14000;Pipeline inside own house;LPG;Solar;200000;0
1511 3;1511;Rewari;Haryana;Male;4;3;0;1;52;Some secondary education;2;;;1;2;No;7;70;145000;11000;15000;Borewell in residence yard;Wood;Solar;600000;20
1511 4;1511;Rewari;Haryana;Male;3;1;0;0;50;Some secondary education;2;;;2;;;1;41,93730337;0;2648;0;Own well - sealed with pump/ handpump;Dung;Solar;;
1511 5;1511;Rewari;Haryana;Male;2;2;0;0;25;Some university education;2;;;2;;;2;22;50000;7000;5000;Pipeline inside own house;Wood;Solar;100000;0
1511 6;1511;Rewari;Haryana;Male;3;3;1;0;60;Completed primary education;2;;;2;;;1;16;32240;5500;10000;Borewell in residence yard;Wood;Solar;100000;60
1511 7;1511;Rewari;Haryana;Male;3;2;2;2;53;Completed university degree;2;;;2;;;1,5;25;50000;80000;5000;Pipeline inside own house;Wood;Solar;100000;0
1511 8;1511;Rewari;Haryana;Male;3;2;0;0;40;Completed primary education;2;;;2;;;1;26,68737487;0;16000;8500;Own well - sealed with pump/ handpump;Dung;Solar;70000;0
1511 9;1511;Rewari;Haryana;Male;3;2;0;0;50;Some secondary education;1;1;Yes;2;;;1;16;35200;5000;5000;Borewell in residence yard;LPG;Solar;100000;40
1511 10;1511;Rewari;Haryana;Female;2;2;1;1;62;No formal education;2;;;2;;;0,75;19,06241062;24000;10000;4800;Pipeline inside own house;LPG;Solar;100000;60
1511 11;1511;Rewari;Haryana;Male;3;3;0;0;65;Some primary education;2;;;1;2;Don't know yet;4;80;160000;17360;46000;Borewell in residence yard;Wood;Solar;350000;0
1511 12;1511;Rewari;Haryana;Male;2;2;0;0;40;Completed university degree;2;;;1;2;Don't know yet;3;45;90000;12000;25000;Pipeline inside own house;Wood;Solar;120000;0
1511 14;1511;Rewari;Haryana;Female;2;2;0;0;40;Some secondary education;2;;;2;;;2;30;66000;9000;5000;Pipeline inside own house;Wood;Solar;90000;0
1511 15;1511;Rewari;Haryana;Male;3;2;0;0;40;Completed secondary education;2;;;2;;;1;25;50375;5000;3000;Pipeline inside own house;Wood;Solar;120000;0
1511 16;1511;Rewari;Haryana;Female;1;2;2;0;50;Some primary education;2;;;2;;;0,5;22,87489275;0;7000;4800;Pipeline inside own house;Dung;Solar;;
1511 17;1511;Rewari;Haryana;Male;2;3;2;2;40;Completed secondary education;2;;;2;;;3;35;77000;10000;8000;Pipeline inside own house;Wood;Solar;100000;0
1511 18;1511;Rewari;Haryana;Male;2;2;0;0;40;Completed secondary education;2;;;2;;;1;38,12482125;40000;4200;5000;Pipeline inside own house;Wood;Solar;45000;0
1511 19;1511;Rewari;Haryana;Female;1;1;0;0;40;;2;;;2;;;1;19,06241062;20000;3500;7000;Pipeline inside own house;Wood;Solar;35;40
1511 21;1511;Rewari;Haryana;Male;2;2;1;1;65;Some primary education;2;;;2;;;1,5;20;40000;8000;6000;Pipeline inside own house;Leaves/ grass/ rice husks /stubble /straw;Solar;100000;60
1511 22;1511;Rewari;Haryana;Male;1;1;1;0;37;Some secondary education;2;;;1;2;No;3;35;87500;10000;5000;Pipeline inside own house;Wood;Solar;100000;0
1511 23;1511;Rewari;Haryana;Male;2;2;0;0;45;Completed university degree;2;;;2;;;3,25;28;63000;5000;12000;Borewell in residence yard;LPG;Solar;200000;20
1511 25;1511;Rewari;Haryana;Male;3;2;1;2;56;Completed secondary education;2;;;2;;;2;42;95000;10000;15000;Pipeline inside own house;Wood;Solar;120000;25
1511 26;1511;Rewari;Haryana;Male;2;1;1;0;73;Some primary education;2;;;2;;;1,5;30;65000;5000;8500;Borewell in residence yard;Wood;Solar;100000;0
1511 27;1511;Rewari;Haryana;Male;4;3;0;2;30;Completed university degree;2;;;2;;;2;32;70400;10000;5000;Pipeline inside own house;Wood;Solar;125000;0
1512 1;1512;Rewari;Haryana;Male;2;2;1;3;58;Completed secondary education;2;;;2;;;3;8;17600;1000;0;Pipeline inside own house;Wood;Solar;90000;0
1512 2;1512;Rewari;Haryana;Male;2;4;2;0;25;Completed secondary education;2;;;1;2;No;1,24000001;28;61000;5000;5000;Public well – sealed with pump/ handpump;Wood;Solar;200000;0
1512 3;1512;Rewari;Haryana;Male;3;2;1;0;55;Completed secondary education;2;;;2;;;1;25;55000;3700;5000;Borewell in residence yard;Wood;Solar;300000;50
1512 4;1512;Rewari;Haryana;Male;2;2;1;1;40;Some university education;2;;;2;;;1;30,499857;22000;1300;5000;Pipeline inside own house;LPG;Solar;420000;80
1512 5;1512;Rewari;Haryana;Female;2;2;0;0;44;Completed secondary education;2;;;2;;;1,5;27;72000;3700;6000;Pipeline inside own house;LPG;Solar;300000;30
1512 6;1512;Rewari;Haryana;Female;3;4;1;3;49;No formal education;2;;;1;1;Yes;1;53,37474974;56000;5000;7000;Pipeline inside own house;Wood;Solar;150000;0
1512 7;1512;Rewari;Haryana;Male;2;2;0;1;52;Completed university degree;2;;;1;2;Don't know yet;3;70;150000;20000;20000;Borewell in residence yard;LPG;Coal or charcoal;250000;25
1512 8;1512;Rewari;Haryana;Male;2;3;0;1;55;Completed secondary education;2;;;1;2;No;4;80;160000;35000;40000;Pipeline inside own house;LPG;Solar;700000;60
1512 9;1512;Rewari;Haryana;Male;2;1;1;1;36;Completed secondary education;2;;;2;;;1;38,12482125;44000;2500;0;Pipeline inside own house;Wood;Solar;100000;100
1512 10;1512;Rewari;Haryana;Female;3;1;0;0;45;Some secondary education;2;;;2;;;1;34,31233912;40000;2000;1800;Public well – sealed with pump/ handpump;Wood;Solar;80000;0
1512 11;1512;Rewari;Haryana;Male;4;3;1;0;76;Some secondary education;2;;;2;;;3,5;16;35200;3000;5000;Pipeline inside own house;Wood;Solar;200000;0
1512 12;1512;Rewari;Haryana;Male;2;2;0;0;62;No formal education;2;;;2;;;1;20;44000;3500;5000;Borewell in residence yard;LPG;Solar;300000;50
1512 13;1512;Rewari;Haryana;Male;2;2;0;0;62;Completed secondary education;2;;;2;;;1,5;76,24964249;88000;15;7000;Pipeline inside own house;Wood;Solar;80000;10
1512 14;1512;Rewari;Haryana;Male;2;2;0;2;57;Some secondary education;2;;;1;1;Yes;1;16;32000;3500;7000;Borewell in residence yard;LPG;Solar;700000;86
1512 15;1512;Rewari;Haryana;Male;1;1;0;1;38;Completed secondary education;2;;;2;;;0,600000024;12,96243922;14000;4000;2500;Pipeline inside own house;Wood;Solar;100000;60
2101 1;2101;Amritsar;Punjab;Male;2;3;0;0;34;No formal education;2;;;2;;;4;84;179500;0;0;Borewell in residence yard;LPG;Solar;360000;0
2101 2;2101;Amritsar;Punjab;Male;0;0;0;0;55;Completed primary education;2;;;1;1;Don't know yet;1;18;35460;10000;5000;Borewell in residence yard;LPG;Solar;;0
2101 3;2101;Amritsar;Punjab;Male;2;3;2;2;56;Completed secondary education;2;;;1;2;No;4;80;160000;80000;10000;Borewell in residence yard;Wood;Solar;800000;0
2101 4;2101;Amritsar;Punjab;Male;3;2;0;0;35;Some secondary education;2;;;1;1;Yes;12;240;478000;0;0;Borewell in residence yard;Electricity;Solar;600000;0
2101 5;2101;Amritsar;Punjab;Male;0;0;0;0;22;Some secondary education;2;;;1;1;Yes;2;40;80000;24000;7000;Borewell in residence yard;LPG;Solar;;0
2101 6;2101;Amritsar;Punjab;Male;3;2;0;0;20;Some secondary education;2;;;2;;;2,5;15;35000;0;0;Borewell in residence yard;Electricity;Solar;100000;0
2101 7;2101;Amritsar;Punjab;Female;0;0;0;0;45;;2;;;1;1;No;1;19;40185;8000;3000;Borewell in residence yard;LPG;Solar;80800;0
2101 8;2101;Amritsar;Punjab;Male;3;1;1;0;42;Some primary education;2;;;1;1;Yes;6;96;189000;0;0;Borewell in residence yard;Electricity;Solar;300000;0
2101 9;2101;Amritsar;Punjab;Male;0;0;0;0;31;Completed primary education;2;;;1;1;Don't know yet;1;22;44000;8000;2000;Borewell in residence yard;LPG;Solar;;0
2101 10;2101;Amritsar;Punjab;Male;2;2;1;2;29;Some university education;2;;;2;;;6;180;360000;60000;25000;Borewell in residence yard;LPG;Solar;950000;0
2101 11;2101;Amritsar;Punjab;Male;3;2;0;0;60;No formal education;2;;;1;2;No;4;80;161200;0;0;Borewell in residence yard;LPG;Solar;350000;0
2101 12;2101;Amritsar;Punjab;Male;2;2;2;1;43;Completed primary education;2;;;1;2;No;2;40;80000;18000;5000;Borewell in residence yard;Wood;Solar;1;0,999998
2101 13;2101;Amritsar;Punjab;Male;2;1;0;0;25;Some university education;2;;;1;2;Yes;3;60;180000;30000;10000;Borewell in residence yard;LPG;Solar;423000;0
2101 14;2101;Amritsar;Punjab;Male;0;0;0;0;55;Completed primary education;2;;;1;1;Don't know yet;6;120;237000;60000;36000;Borewell in residence yard;LPG;Solar;;0
2101 15;2101;Amritsar;Punjab;Male;3;2;1;1;45;Some secondary education;2;;;1;1;No;2;60;126900;17000;5000;Borewell in residence yard;LPG;Solar;215000;0,065217391
2101 16;2101;Amritsar;Punjab;Male;0;0;0;0;60;Some secondary education;2;;;1;1;No;14;252;532980;120000;10000;Borewell in residence yard;LPG;Solar;1500000;0
2101 17;2101;Amritsar;Punjab;Male;1;1;1;2;38;Some secondary education;2;;;1;1;No;4;80;169200;35000;7000;Borewell in residence yard;LPG;Solar;380000;0,025641026
2101 18;2101;Amritsar;Punjab;Male;5;4;0;0;40;No formal education;2;;;1;2;No;5;80;158000;0;0;Borewell in residence yard;Electricity;Solar;300000;0
2101 19;2101;Amritsar;Punjab;Male;0;0;0;0;35;Some primary education;2;;;1;1;Don't know yet;2;40;79000;15000;6000;Borewell in residence yard;LPG;Solar;;0
2101 20;2101;Amritsar;Punjab;Male;2;2;1;0;31;Completed university degree;2;;;1;1;No;16;320;632000;160000;40000;Borewell in residence yard;LPG;Solar;800000;0
2102 1;2102;Amritsar;Punjab;Male;2;1;0;0;17;Completed secondary education;2;;;1;1;Don't know yet;5;110;221650;120000;80000;Borewell in residence yard;LPG;Solar;500000;0
2102 2;2102;Amritsar;Punjab;Male;2;2;0;0;44;Some secondary education;2;;;2;;;1,5;17;34255;14000;5000;Borewell in residence yard;LPG;Solar;;0
2102 3;2102;Amritsar;Punjab;Male;3;2;0;0;24;Completed secondary education;2;;;1;1;Don't know yet;5;110;221650;60000;100000;Borewell in residence yard;LPG;Solar;500000;0
2102 4;2102;Amritsar;Punjab;Male;1;1;1;1;28;Completed university degree;2;;;2;;;1;20;40000;5000;5000;Borewell in residence yard;LPG;Solar;300000;0
2102 5;2102;Amritsar;Punjab;Male;3;2;2;1;45;Completed secondary education;2;;;1;1;Yes;4;120;241800;42000;12000;Borewell in residence yard;LPG;Solar;;0
2102 6;2102;Amritsar;Punjab;Male;1;2;0;0;56;Completed secondary education;2;;;1;1;Yes;2;38;74448;28000;30000;Borewell in residence yard;LPG;Solar;500000;50
2102 7;2102;Amritsar;Punjab;Male;2;3;0;0;47;No formal education;2;;;1;1;Yes;12;191;386880;96000;20000;Borewell in residence yard;LPG;Solar;;0
2102 8;2102;Amritsar;Punjab;Male;1;2;0;0;52;Some secondary education;2;;;2;;;2;40;80000;4000;10000;Borewell in residence yard;LPG;Solar;250000;0
2102 9;2102;Amritsar;Punjab;Male;3;2;0;0;54;Completed secondary education;2;;;1;1;Don't know yet;2,5;22;44330;15000;15000;Borewell in residence yard;LPG;Solar;200000;0
2102 10;2102;Amritsar;Punjab;Male;2;1;2;2;68;Completed secondary education;2;;;2;;;3;80;160000;35000;2500;Borewell in residence yard;Electricity;Solar;800000;0
2102 11;2102;Amritsar;Punjab;Male;3;2;0;0;29;Completed secondary education;2;;;2;;;17;290;587250;136000;250000;Borewell in residence yard;LPG;Solar;;0
2102 12;2102;Amritsar;Punjab;Male;1;1;1;1;38;Completed university degree;2;;;2;;;10;165;334125;80000;15000;Borewell in residence yard;LPG;Solar;100000;10
2102 13;2102;Amritsar;Punjab;Male;3;2;0;0;32;Completed secondary education;2;;;1;1;Yes;12;264;531960;100000;100000;Borewell in residence yard;LPG;Solar;1000000;0
2102 14;2102;Amritsar;Punjab;Male;1;1;1;1;37;Completed secondary education;2;;;1;1;Yes;5;90;180000;50000;50000;Pipeline inside own house;Wood;Solar;300000;0
2103 1;2103;Amritsar;Punjab;Male;3;1;0;0;35;Completed secondary education;2;;;1;2;Don't know yet;15;25;50375;95000;30000;Borewell in residence yard;LPG;Solar;;0
2103 2;2103;Amritsar;Punjab;Male;0;0;0;0;30;Some secondary education;2;;;1;1;Yes;1;20;40300;8000;3000;Borewell in residence yard;LPG;Solar;;0
2103 3;2103;Amritsar;Punjab;Male;0;0;0;0;33;Some university education;2;;;1;1;Yes;8;160;322400;56000;24000;Borewell in residence yard;LPG;Solar;;0
2103 4;2103;Amritsar;Punjab;Male;0;0;0;0;45;Some primary education;2;;;1;1;Yes;12;240;483600;84000;42000;Borewell in residence yard;LPG;Solar;;0
2103 5;2103;Amritsar;Punjab;Male;0;0;0;0;46;Completed primary education;2;;;1;1;Don't know yet;5;115;231725;35000;10000;Borewell in residence yard;LPG;Solar;;0
2103 6;2103;Amritsar;Punjab;Male;2;2;1;0;36;Completed university degree;2;;;1;1;Yes;10;170;342550;100000;40000;Borewell in residence yard;LPG;Solar;1500000;50
2103 7;2103;Amritsar;Punjab;Male;2;4;1;1;40;Completed secondary education;2;;;1;1;Yes;15;295;597375;225000;15000;Pipeline inside own house;LPG;Solar;;0
2103 8;2103;Amritsar;Punjab;Male;1;1;1;0;31;Completed secondary education;2;;;1;1;Yes;10;230;463450;200000;140000;Borewell in residence yard;Biogas;Solar;700000;0
2103 9;2103;Amritsar;Punjab;Male;0;0;0;0;32;Some secondary education;2;;;1;1;Don't know yet;2;40;80600;14000;6000;Borewell in residence yard;LPG;Solar;;0
2103 10;2103;Amritsar;Punjab;Male;3;3;0;0;26;Completed secondary education;2;;;1;2;Yes;3355;805;1622075;280000;1500000;Borewell in residence yard;Biogas;Solar;1000000;0
2103 11;2103;Amritsar;Punjab;Male;2;3;0;2;26;Completed secondary education;2;;;1;1;Yes;5;110;220000;35000;20000;Pipeline outside own house;LPG;Solar;450000;0
2103 12;2103;Amritsar;Punjab;Male;2;2;0;0;40;Some secondary education;2;;;1;2;Don't know yet;7;161;324415;100000;80000;Borewell in residence yard;LPG;Solar;500000;0
2103 13;2103;Amritsar;Punjab;Male;3;2;0;0;32;Completed secondary education;2;;;1;1;Don't know yet;5;115;231725;15000;20000;Borewell in residence yard;LPG;Solar;400000;0
